Product Name,Display Name,Stockcode,Barcode,Medium Image File,Cup Measure,Price,Cup Price,Cup String,Has Cup Price,Package Size,Sap Department Name,Sap Category Name,Sap Sub Category Name,Sap Segment Name,Department,Aisle,Description,Vegetarian,Wool Dietary Claim,Allergen Contains,Allergy Statement,Ingredients
Woolworths Apple Crumble Tart,Woolworths Apple Crumble Tart 800g,727192,9339687059171,https://cdn0.woolworths.media/content/wowproductimages/medium/727192.jpg,100G,9,1.13,$1.13 / 100G,TRUE,800G,BAKEHOUSE,INSTORE BAKERY,RESALE CAKE INSTORE,DESSERTS,bakery,baked snacks & sweets,,False,Free from artificial colour. Free from artificial flavour,"Soy, Milk",No Artificial Colours or Flavours,"Apple Mix (58%) (Apple, Sugar, Water, Modified Starch (1422), Cinnamon, Food Acid (300, 330), Preservative (202)), Shortbread Pastry (Wheat Flour, Margarine (Beef Fat, Water, Coconut Oil, Salt, Emulsifiers (475, 471 (Sunflower, Palm), 322 from Soy), Natural Flavouring, Antioxidant (307b), Natural Colour (160a), Food Acid (330)), Sugar, Water), Crumble Mix (18%) (Wheat Flour (Vitamins (Thiamine, Folate)), Sugar, Butter (Cream (Milk)), Coconut (contains Preservative (223)), Water, Natural Lemon Flavouring, Dusting Sugar (contains Palm Oil)"
Krispy Kreme Original Glazed Doughnuts,Krispy Kreme Original Glazed Doughnuts 3 Pack,118856,9342695000691,https://cdn0.woolworths.media/content/wowproductimages/medium/118856.jpg,1EA,9,9,$9.00 / 1EA,TRUE,3 Pack,BAKEHOUSE,INSTORE BAKERY,RESALE CAKE INSTORE,KRISPY KREME,bakery,baked snacks & sweets,,False,,,,
Krispy Kreme Original Glazed Doughnuts,Krispy Kreme Original Glazed Doughnuts 9 Pack,116913,9342695000707,https://cdn0.woolworths.media/content/wowproductimages/medium/116913.jpg,1EA,21,21,$21.00 / 1EA,TRUE,9 Pack,BAKEHOUSE,INSTORE BAKERY,RESALE CAKE INSTORE,KRISPY KREME,bakery,baked snacks & sweets,,False,,,,
Woolworths Pastry Flan Case,Woolworths Pastry Flan Case 150g,94441,9339687171996,https://cdn0.woolworths.media/content/wowproductimages/medium/094441.jpg,100G,3.5,2.33,$2.33 / 100G,TRUE,150G,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE CAKE,PASTRY/VOL AU VENTS,seasonal,christmas,This deliciously sweet pastry is ideal for making quick desserts and decadent summer fruit flans,False,"Free From Artificial ColourFree From Artificial Flavour","Egg, Milk, Gluten",No Artificial Colours or Flavours,"Wheat Flour, Caster Sugar, Butter (Cream, Water), Margarine (Vegetable Oil, Water, Salt, Emulsifiers (471, 472c), Antioxidant (304), Natural Flavour, Natural Colour (Carotene)), Egg, Baking Powder (Raising Agents (450, 500)), Natural Vanilla Flavour"
Woolworths Beef Mince & Rich Gravy Pastry Chilled Meal,Woolworths Beef Mince & Rich Gravy Pastry Chilled Meal 700g,162622,9339687265046,https://cdn0.woolworths.media/content/wowproductimages/medium/162622.jpg,100G,11.5,1.64,$1.64 / 100G,TRUE,700g,FRESH CONVENIENCE,DELI CONVENIENCE,CHILLED PIES AND PASTRIES,PASTRY FAMILY,serviced deli,deli ready to heat,Australian beef mince with sautéed onion & carrot in a rich gravy. Encased in a shortcrust base & flaky puff pastry top.,False,,"Egg, Soy, Milk, Gluten",,"Beef Mince Filling (58%) (Water, Beef (20%), Onion (15%), Carrot (6%), Celery (5%), Gravy Powder (3%) (Milk), Textured Soy Protein (Soybeans), Corn Starch, Tomato Paste, Vegetable Stock Powder (Citric Acid), Burnt Sugar, Worcestershire Sauce Powder, Pepper, Bay), Pastry (42%) (Wheat Flour, Water, Vegetable Shortening (Palm Oil, Antioxidant (307)), Margarine, Milk Powder, Baking Powder (Wheat, Raising Agents (500, 450)), Egg, Salt)"
Mr Cake Lemon Cake 8pk 200g Mr Cake Lemon Cakes,Mr Cake Lemon Cakes 8 Pack,78581,8411037892476,https://cdn0.woolworths.media/content/wowproductimages/medium/078581.jpg,100G,6,3,$3.00 / 100G,TRUE,8 Pack,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE CAKE,CAKES TO GO/LUNCH BOX,bakery,baked snacks & sweets,<p>8 Individually Wrapped Cakes</p><p>Naturally Flavoured </p>,False,Naturally Flavoured,"Wheat, Gluten, Egg",Fish Free,"Sugar, Sunflower Oil, Eggs, Wheat Flour, Glucose, Humectants (420, 422), Stabiliser (412), Brown Sugar, Emulsifiers (471, 475), Raising Agents (450, 500), Dextrose, Preservative (281), Wheat Starch, Acidity Regulator (330), Natural Lemon Flavour, Vitamin & Minerals (iron, folic acid)"
Cadbury Mint Mini Rolls,Cadbury Mint Mini Rolls 5 Pack,743671,5000221604600,https://cdn0.woolworths.media/content/wowproductimages/medium/743671.jpg,1EA,6,1.2,$1.20 / 1EA,TRUE,5 Pack,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE CAKE,CAKES TO GO/LUNCH BOX,bakery,baked snacks & sweets,,False,,,,
Noshu 98% Sugar Free Rich Chocolate Cake Mix,Noshu 98% Sugar Free Rich Chocolate Cake Mix 450g,182606,9351777001563,https://cdn0.woolworths.media/content/wowproductimages/medium/182606.jpg,100G,6.5,1.44,$1.44 / 100G,TRUE,450g,GROCERIES,COOKING NEEDS,CAKE MIX & BAKING AIDS,BETTER FOR YOU,baking,cake mix,Noshu's 98% Sugar Free Rich Chocolate Cake Mix with decadent frosting has been created for those who love to eat cake but prefer to reduce sugar intake or are simply looking for a healthier option without compromising on taste. This lower carb chocolate cake is perfect for celebrating a special occasion or baking as cupcakes for an everyday treat.,False,"Free From Artificial ColourFree From Artificial FlavourFree From Artificial SweetenersLow SugarsNatural SweetenersReduced Less Carbohydrates",Gluten,Egg Free,"Australian Wheat Flour, Isomalto-Oligosaccharides (Soluble Fibre), Non-GMO Erythritol, Cocoa Powder (11%), Polydextrose, Soluble Corn Fibre, Non-GMO Xylitol, Thickener (1442, 1450), Raising Agents (575, 500), Natural Flavours, Stevia Leaf Extract (Steviol Glycosides), Monk Fruit Extract."
Wow Mini Pane Di Casa Plain Loaf,Mini Pane Di Casa Plain Loaf Each,121999,0281263000000,https://cdn0.woolworths.media/content/wowproductimages/medium/121999.jpg,1EA,3,3,$3.00 / 1EA,TRUE,Each,BAKEHOUSE,INSTORE BAKERY,ISB SPECIALTY BREAD,STONEBAKED LOAVES,bakery,white & wholemeal bread,,False,,Gluten,Fish Free,"<p>Wheat Flour, Water, Starter Culture, Wheat Semolina, Iodised Salt, Yeast, Canola Oil, Light Rye Flour, Wheat Gluten, Malted Wheat Flour, Vitamins (Thiamin, Folate). </p>"
Woolworths Carrot Cake,Woolworths Carrot Cake 1.5kg,143989,9339687240913,https://cdn0.woolworths.media/content/wowproductimages/medium/143989.jpg,100G,29,1.93,$1.93 / 100G,TRUE,1.5kg,BAKEHOUSE,INSTORE BAKERY,RESALE CAKE INSTORE,SPECIAL OCCASION,bakery,baked snacks & sweets,,False,,,,
Abbott's Bakery Sourdough White,Abbott's Bakery Sourdough White 760g,289456,9339423009668,https://cdn0.woolworths.media/content/wowproductimages/medium/289456.jpg,100G,4.6,0.61,$0.61 / 100G,TRUE,760g,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE BREAD,WHITE LOAF,bakery,white & wholemeal bread,"Abbott’s Bakery is for those who see the kitchen as a playground to feed their creativity and evoke delight. Our premium range is made for makers to craft their edible masterpieces just the way they like.<br><br>Turn your everyday meal into a gourmet delight with Abbott's Bakery Sourdough. Fall in love with the inviting aroma and scrumptious texture of this delicious sourdough loaf. With a mild sourdough flavour to complement every topping or filling you choose, this classic white is dusted with flour for that finishing touch.<br><br>No Artificial colours, flavours or  preservatives<br><br>4 HSR<br><br>Made in Australia from at least 92% Australian ingredients",False,,"Gluten, Wheat, Soy",,"Wheat Flour, Water, Bakers Yeast, Rye Flour (6%), Wheat Gluten, Wheat Sourdough Powder (3%), Canola Oil, Vinegar, Iodised Salt, Wheat Semolina (0.7%), Soy Flour, Vegetable Emulsifiers (471, 472e, 481), Vitamins (Thiamin, Folic Acid)."
Woolworths Black Forest Gateau Cake,Woolworths Black Forest Gateau Cake 1.4kg,72382,9339687137701,https://cdn0.woolworths.media/content/wowproductimages/medium/072382.jpg,100G,29,2.07,$2.07 / 100G,TRUE,1.4Kg,BAKEHOUSE,INSTORE BAKERY,RESALE CAKE INSTORE,SPECIAL OCCASION,bakery,baked snacks & sweets,"Dig into divine layers of aromatic chocolate cake and cherry filling; topped with Chantilly creme, cherry compote and Belgian chocolate flakes.",False,"Free From Artificial ColourFree From Artificial Flavour","Egg, Soy, Milk, Gluten",No Artificial Colours or Flavours,"Water, Cherry Compote (22%) (Cherry, Water, Thickener (1442), Blackcurrant Juice, Acidity Regulator (330), Natural Cherry Flavour, Antioxidant (300), Preservative (202)), Sponge Mix (Sugar, Wheat Flour, Whipping Agent (Emulsifiers (472b, 477), Glucose, Milk Solids), Cocoa Powder, Raising Agents (450, 500, 541), Natural Flavour, Salt, Vegetable Oil (contains Antioxidant (307)), Custard (Sugar, Thickener (1414), Milk Solids, Vegetable Gums (401, 407, 410, 415), Natural Vanilla Flavour, Mineral Salt (327), Salt, Preservative (202), Natural Colours (Paprika Oleoresins, Gardenia Extract)), Icing (Corn Syrup, Water, Palm Oil (contains Soy), Milk Solids, Natural Flavour (contains Milk), Emulsifiers (435, 471, 475), Stabilisers (464, 415), Sugar, Salt, Preservative (202), Natural Colour (Carotene)), Egg, Sugar, Belgian Dark Chocolate (Sugar, Cocoa Mass, Milk Fat, Emulsifier (322 from Soy), Natural Vanilla Flavouring)"
Woolworths Carrot Loaf,Woolworths Carrot Loaf 540g,921672,9300633594152,https://cdn0.woolworths.media/content/wowproductimages/medium/921672.jpg,100G,5.6,1.04,$1.04 / 100G,TRUE,540G,BAKEHOUSE,INSTORE BAKERY,RESALE CAKE INSTORE,LOAF CAKE,bakery,fruit bread,,False,"Free From Artificial ColourFree From Artificial Flavour","Egg, Walnuts, Gluten",Fish Free,"Sugar, Wheat Flour, Water, Carrot (11%), Canola Oil, Pineapple, Walnuts (1%), Egg Powder, Raising Agents (500, 541, 341), Mixed Spices (contains Cinnamon), Salt, Thickener (Guar Gum), Preservative (202)"
Dollar Sweets Happy Birthday Silver Cake Topper,Dollar Sweets Happy Birthday Silver Cake Topper Each,77331,9310331475486,https://cdn0.woolworths.media/content/wowproductimages/medium/077331.jpg,1EA,3,3,$3.00 / 1EA,TRUE,Each,BAKEHOUSE,INSTORE BAKERY,RESALE CAKE INSTORE,SPECIAL OCCASION,bakery,baked snacks & sweets,,False,,,,
Mr Cake Cinnamon Cake 8pk 200g Mr Cake Cinnamon Crumb Cakes,Mr Cake Cinnamon Crumb Cakes 8 Pack,77840,8411037892483,https://cdn0.woolworths.media/content/wowproductimages/medium/077840.jpg,100G,6,3,$3.00 / 100G,TRUE,8 Pack,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE CAKE,CAKES TO GO/LUNCH BOX,bakery,baked snacks & sweets,,False,,,,
Soy & Linseed Panini Roll,Soy & Linseed Panini Roll 3 Pack,306659,0283926000006,https://cdn0.woolworths.media/content/wowproductimages/medium/306659.jpg,1EA,3.5,1.17,$1.17 / 1EA,TRUE,3 Pack,BAKEHOUSE,INSTORE BAKERY,ISB SPECIALTY BREAD,STONEBAKED ROLLS,bakery,in-store bakery,,False,,"Gluten, Soy",Dairy Free,"<p>Wheat Flour, Water, Linseed(8Per), Kibbled Soy(3Per), Kibbled Wheat, Maize Polenta, Wheat Gluten, Iodised Salt, Yeast, Barley Malt Extract, Vegetable Gum (415), Vitamins (Thiamin, Folic Acid), Processing Aid (Soy). </p>"
Toscano French Crepes Strawberry Filled,Toscano French Crepes Strawberry Filled 6 Pack,291058,9300602375232,https://cdn0.woolworths.media/content/wowproductimages/medium/291058.jpg,100G,6,3.33,$3.33 / 100G,TRUE,6 Pack,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE BAKERY SNACKS,BRIOCHE,bakery,baked snacks & sweets,,False,,"Milk, Egg, Gluten, Wheat",Fish Free,"Whole Milk, Glucose-Fructose Syrup, Wheat Flour, Strawberry (15%), Sugar, Egg, Butter (Milk), Rapeseed Oil, Humectant (Glycerol), Salt, Food Acid (Citric), Flavour, Gelling Agent (Pectin), Purple Carrot Concentrate, Acidity Regulator (Sodium Citrate)"
Woolworths Pain Au Chocolate,Woolworths Pain Au Chocolate 2 Pack,610477,0283319000002,https://cdn0.woolworths.media/content/wowproductimages/medium/610477.jpg,1EA,3.4,1.7,$1.70 / 1EA,TRUE,2 Pack,BAKEHOUSE,INSTORE BAKERY,INSTORE MANUF CAKE/PASTRY,CROISSANT,bakery,in-store bakery,<p>Woolworths In Store Bakery Pain Au Chocolate.</p>,False,,,Fish Free,"Pastry (89%) (Wheat Flour, Butter (Cream) (Milk), Dark Compound Choc (13%) (Sugar, Vegetable Fat (Palm), Cocoa Powder, Vegetable Emulsifiers (322 S Soy, 476), Natural Flavour), Water, Sugar, Wheat Gluten, Yeast, Egg, Salt, Canola Oil, Soy Flour, Natural Flavour, Emulsifier (472e) (Palm), Acidity Regulators (296, 262), Thickener (412), Natural Colour (160a), Antioxidant (300), Egg Powder), Glaze (Water, Sugar, Thickeners (1400, 415), Acidity Regulator (330)). Topping (Dark Compound Choc (Emulsifier (322 Soy)))."
Woolworths Free From Gluten Apple Pie,Woolworths Free From Gluten Apple Pie 750g,808590,9339687067596,https://cdn0.woolworths.media/content/wowproductimages/medium/808590.jpg,100G,13,1.73,$1.73 / 100G,TRUE,750G,BAKEHOUSE,INSTORE BAKERY,RESALE CAKE INSTORE,HEALTH,health foods,health packaged gluten free,"<div>Woolworths Free From Gluten Apple Pie<br><br>Made with delicious Apples and a rich, golden pastry</div>",False,Free from artificial colour. Free from artificial flavour. Free from gluten,"Egg, Sulphites, Soy",No Artificial Colours or Flavours,"Apple Pieces (38%), Sugar, Vegetable Oil, Water, Tapioca Flour, Maize Flour, Rice Flour, Egg, Modified Starch (Corn Starch), Vegetable Gum (Xanthan Gum), Salt, Emulsifier (Lecithins), Humectant (Glycerol), Natural Flavour (Natural Flavouring), Antioxidant (Butylated Hydroxyanisole), Natural Colour (Carotene), Preservative (Potassium Sorbate), Cassia."
Sara Lee White Chocolate Cheesecake,Sara Lee White Chocolate Cheesecake 760g,629516,9310135153597,https://cdn0.woolworths.media/content/wowproductimages/medium/629516.jpg,100G,14,1.84,$1.84 / 100G,TRUE,760G,BAKEHOUSE,INSTORE BAKERY,RESALE CAKE INSTORE,DESSERTS,bakery,baked snacks & sweets,An indulgent white chocolate baked cheesecake topped with a delicious raspberry sauce & crunchy white chocolate pieces,False,"No Artificial Colours, No Artificial Flavours","Gluten Containing Cereals, Milk, Egg, Soy",Fish Free,"Raspberry glaze, glucose-fructose syrup, water, sugar, raspberries, glucose syrup, modified starch (1442), gelling agents (440, 407, 415), citric acid, natural colour concentrates (carrot, safflower, blackcurrant, elderberry), acidity regulators (331, 341), preservative (202), natural flavour, firming agent (508), neufchatel cheese (22%), milk, cream, salt, vegetable gum (410), lactic acid, starter culture, biscuit crumb, wheat flour (vitamins (thiamin, riboflavin, folic acid), minerals (zinc, iron), sugar, vegetable oil, wheat bran, high fructose syrup, salt, raising agents (sodium bicarbonate, 341, 503), emulsifier (soy lecithin), cinnamon, cream, sugar, egg, white chocolate (3.5%) (milk, soy), vegetable margarine, milk solids, glucose syrup, acidity regulator (270), vegetable gums (407, 410, 415), natural flavours, thickener (1412), preservative (202), natural colour (carmine). Raspberries (1%)."
Woolworths Pavlova Decorated Fresh Cream,Woolworths Pavlova Decorated Fresh Cream Each,165040,0284672000005,https://cdn0.woolworths.media/content/wowproductimages/medium/165040.jpg,1EA,13.5,13.5,$13.50 / 1EA,TRUE,Each,BAKEHOUSE,INSTORE BAKERY,INSTORE MANUF CAKE/PASTRY,PAVLOVA,bakery,in-store bakery,Woolworths Pavlova Decorated Fresh Cream.,False,,"Egg, Milk, Sulphites",Wheat Free,"<p>Ingredients: Pavlova(Sugar, Egg White, Dried Egg White, Vinegar, Preservative (202), Stabilising Agent (415,412), Natural Flavour, Anti-foaming Agent (1505)),Cream (Cream, Dried Skimmed Milk, Stabiliser (407a), Beef Gelatine, Emulsifier, (471)), Passionfruit Filling (Water, Sugar, Passionfruit, Thickener (1442), Acidity Regulator (330), Stabiliser (415), Preservative (202,224), Colour (100,160c), Natural Flavouring, Antioxidant (300)), Strawberries or Blueberries, Kiwi Fruit </p><p>Tree Nuts Keep Refrigerated 1 to 5 deg</p>"
Cakemark Cookies Coconut Macaroons,Cakemark Cookies Coconut Macaroons 6 Pack 200g,347787,9337925000824,https://cdn0.woolworths.media/content/wowproductimages/medium/347787.jpg,100G,4,2,$2.00 / 100G,TRUE,6 Pack 200G,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE CAKE,GLUTEN FREE,bakery,baked snacks & sweets,"<p>Cakemark 6 Large Coconut Macaroons are Gluten Free and Wheat Free.<br/><br/></p><p>Traditionally baked Coconut Macaroons made with 100% pure coconut shavings creating a crisp texture on the outside and a creamy and moist center on the inside. Exquisitely delicious gluten free macaroons, the perfect treat to share. Suitable for those following a Coeliac diet.</p><p><br/><br/>Gluten Free<br/><br/>Wheat Free</p>",False,,Egg,Gluten Free,"Coconut (30%), Sugar, Glucose Syrup (from Corn), Egg White, Potato Starch, Dextrose."
Woolworths Fully Loaded Chocolate Brownie Cheesecake,Woolworths Fully Loaded Chocolate Brownie Cheesecake 900g,103359,9339687189229,https://cdn0.woolworths.media/content/wowproductimages/medium/103359.jpg,100G,22,2.44,$2.44 / 100G,TRUE,900G,BAKEHOUSE,INSTORE BAKERY,RESALE CAKE INSTORE,DESSERTS,bakery,baked snacks & sweets,,False,"Free From Artificial ColourFree From Artificial Flavour","Egg, Soy, Milk, Gluten",No Artificial Colours or Flavours,"Neufchatel Cheese (18%) (Milk, Cream, Milk Solids, Salt, Vegetable Gum (410), Food Acid (270), Starter Culture), Sugar, Egg, Dulce De Leche (10%) (Milk, Cane Sugar, Canola Oil, Emulsifier (471 from Palm), Vegetable Gum (407), Preservative (202)), Chocolate Block (7%) (Sugar, Milk Solids, Cocoa Butter, Cocoa Mass, Emulsifiers (322 from Soy, 476), Natural Vanilla Flavour), Canola Oil, Cream, Malt Balls (Milk Chocolate (Milk Solids, Emulsifiers (322 from Soy, 476), Natural Vanilla Flavour), Malt Powder (Wheat, Milk, Palm Oil, Soy Lecithin, Natural Flavour), Glazing Agents (414, 904)), Brown Sugar, Flour (Wheat Flour, Vitamins (Thiamine, Folate)), Honeycomb Square (3%) (Compound Chocolate (Palm Oil, Milk Solids, Emulsifier (322 from Soy), Natual Flavour), Honeycomb), Caramel Chocolate Block (3%) (Milk Chocolate (Milk Solids, Emulsifiers (322 from Soy, 476), Natural Vanilla Flavour), Caramel Filling (Milk, Emulsifier (322 from Soy), Natural Caramel Flavour, Caramelised Sugar)), White Chocolate (3%) (Milk Powder, Emulsifier (322 from Soy), Natural Vanilla Flavouring), Cocoa Powder, Water, Milk Chocolate Honeycomb Kibble (Milk Chocolate (Milk Solids, Emulsifiers (322 from Soy, 476), Natural Vanilla Flavour), Honeycomb Kibble (Sodium Bicarbonate, Gelatine), Glazing Agents (414, 904)), Dark Chocolate Cocoa Nibs (Milk, Emulsifier (322 from Soy), Natural Vanilla Flavouring, Glazing Agents (414, 904)), Natural Vanilla Flavouring (Emulsifiers (461, 415)), Salt"
Miguel Maestre Sticky Date Pudding,Miguel Maestre Sticky Date Pudding 2 Pack,222681,9350566000589,https://cdn0.woolworths.media/content/wowproductimages/medium/222681.jpg,100G,10,2.22,$2.22 / 100G,TRUE,2 pack,BAKEHOUSE,INSTORE BAKERY,RESALE CAKE INSTORE,DESSERTS,bakery,baked snacks & sweets,,False,,,,
Choclt Red Velvet Brownie,Choclt Red Velvet Brownie 2 Pack,286360,9353348000135,https://cdn0.woolworths.media/content/wowproductimages/medium/286360.jpg,1EA,12,6,$6.00 / 1EA,TRUE,2 Pack,BAKEHOUSE,INSTORE BAKERY,RESALE CAKE INSTORE,SPECIAL OCCASION,bakery,baked snacks & sweets,,False,,"Milk, Egg, Gluten, Wheat, Soy",Fish Free,"Butter (Milk), Neufchatel Cheese (19%) (Milk, Cream (Milk), Salt, Stabilisers (410, 412), Starter Culture), Caster Sugar, Bakers Flour (Wheat Flour, Thiamine, Folic Acid), Icing Sugar Mixture (Sugar, Maize Starch), Whole Egg, White Chocolate Pieces (3%) (Sugar, Cocoa Butter, Milk Solids, Dextrose, Emulsifier (Soy Lecithin, 476), Natural Flavour), Milk Chocolate Pieces (2%) (Sugar, Milk Solids, Cocoa Butter, Cocoa Mass, Emulsifier (Soy Lecithin)), Natural Vanilla Flavour, Cocoa Powder, Baking Powder (Mineral Salt (450, 500), Wheat Flour), Lemon Juice (contains Preservative (Potassium Sorbate)), Colour (Carmines), Salt."
Miguel Maestre Whole Orange Syrup Cake,Miguel Maestre Whole Orange Syrup Cake 2 Pack,223196,9350566000572,https://cdn0.woolworths.media/content/wowproductimages/medium/223196.jpg,100G,10,2.5,$2.50 / 100G,TRUE,2 pack,BAKEHOUSE,INSTORE BAKERY,RESALE CAKE INSTORE,DESSERTS,bakery,baked snacks & sweets,,False,,,,
